a1,a2,a3,a4,b1,b2,b3,c1,c2,c3,c4
263.7974496520657,496.48336137187164,406.6104648904048,278.93629124434466,49.82174139847754,285.0192210011413,65.83080211629662,5.021502821838757,4.950635940904281,32.687404539703515,4.580555214228325
618.045063005796,6321.541833445686,132.19192882849134,1937.6558382625767,248.65818879739737,351.89483929687253,11.199403552440238,37.561550239586495,5.246471868500477,84.14218511784347,8.918799243932881
748.184736653885,6513.120063771728,88.98619549180353,2023.87147683767,38.74699207079027,62.40358693288211,11.869929098041158,134.10280829060815,6.765057906894494,3.1803963595362883,12.650201196280308
71.2090989257768,1285.869735843965,388.10436759174826,250.64228156914876,65.2621894947469,17.415051985358996,21.677757736548426,8.905412922349283,2.556271952927973,14.354510360152698,4.1678314718388805
93.60638499502201,1610.159926010472,153.46243800999548,2239.300111654655,17.22406752481249,43.27621568817939,16.81170518528058,221.26349020102478,4.225978509930053,38.40747333238528,1.048736810641964
208.1089724712372,1926.546843627013,704.0346374765136,5986.5714995753615,50.452005957039844,7.048952430805688,27.738775488929264,239.7042047986868,49.68099065485145,10.288578864331651,46.013054398989624
114.32010030821203,2689.2163872547317,66.41643150588249,466.12372144133883,131.88031055847068,222.8671534959794,173.97552785974693,54.90663466873244,160.56785508807656,59.154320952459415,44.92927648498244
13.58390024352143,459.62184460994564,643.9450109550953,891.7003750489604,101.6474787442446,204.08553436493426,148.64919944235754,62.62136994459726,5.1354288909216415,5.130244993467734,1.0225734346126742
33.45098625448939,375.63830002611246,140.22051016865692,6295.745084174867,43.20175464243299,47.99629488814088,93.23346584807214,249.02475650284055,13.846303719647722,200.65358193502328,5.5751107269854145
108.61225269240487,9769.739501967295,96.45944667189823,7158.270731917026,98.50974645493108,34.72810708460516,19.568632941199223,9.510770264181476,41.010286621030154,107.44534755068854,0.5680332967082959
865.0463542023331,190.0847419316429,64.42953706754182,6387.386906327575,12.607817744083729,7.19131489953944,61.89733632465428,91.15093902762935,228.529061570018,6.26267956910215,6.013506564900407
24.312301282692136,311.4600048765616,123.3976685583176,5316.591814171687,55.149607889306964,22.712992186132833,8.242041418647798,12.383740124209542,119.45917878347637,27.03487241262952,27.060227965868904
20.468451215641647,195.54481720484975,467.99411846192356,6907.85062288188,13.365499050472906,31.202978988252898,119.69845425675805,37.057845056651196,149.3725214487636,22.994208118697465,0.630305564954212
16.88189871777864,1378.4880904701995,184.89335260780956,532.9185201167783,11.073364340210553,26.422176666391575,25.873864875333254,153.4188897926596,2.6094159575618914,2.853006549176951,5.941678377820604
317.24290980555907,440.9710328861258,197.78594938482348,205.78516870546508,166.8905207535507,181.27549526390942,76.83921230495417,4.191229618716447,99.25934659732974,217.483997437772,22.620265475378467
249.43776107920374,11688.700009239179,202.77171967112565,6505.550241611073,29.67887205890056,100.35764370251933,140.44679970763335,23.556397000862468,148.71839440907965,6.709981397082647,16.793218700345708
582.4165757754469,4064.3586692880194,519.5178408087131,3858.3084657253116,9.636493096027511,32.007111051508794,113.75094345795861,68.0709451530612,193.02195081999966,12.103599933808853,3.005467348512769
11.448416956803314,169.1089570931534,75.24155457827676,1487.5694853515722,171.56951827012813,9.439788441353464,61.190584046584846,26.06553130804619,76.75205182644403,165.07353565936592,2.5742501591271276
13.786437038829645,423.6845105570015,65.30561076736348,175.92372225550355,143.36242959231424,30.21968830931143,14.219482229207452,29.459947262702983,13.33115830203733,15.795398645854533,0.926816411135525
10.727963889865396,2980.3891865499168,313.84848538650056,540.4814022166676,18.852711984696175,24.388282754265344,530.7064628533288,36.08776020647296,6.904145013665202,75.8896316171265,7.035659665123223
735.1274902077449,1905.500743781096,56.383942144705195,1082.1796972366317,319.3427636807575,438.845782778349,106.04059793738446,65.02622911680749,24.242307767671598,67.34668518331573,3.0434920494822832
285.83141608323433,2323.160065817833,3070.9519002225625,862.4462408006902,27.20698365860329,261.6323250471475,29.098850111341907,5.843952684887648,222.25068091547286,34.58359692879647,11.562325841433609
143.18145940526853,10757.10955543864,97.59929361072865,141.87928206098604,18.72402350541088,14.923339157046692,31.405505943454283,5.654275530443251,2.9916895455071457,65.90480101363534,1.069089119315656
12.041957487019474,163.6658649785183,3807.424134832455,447.732478790219,289.3190381463316,5.896107194755971,36.595599996897576,150.70459689466986,15.889148965143436,20.55933323593086,0.9487324805517392
23.30263199976138,1306.0538273293346,58.70192711856406,3305.5080236894046,411.68646281837863,271.13725997971466,34.861439176382234,18.60471646116566,43.015684951797574,24.61038945113667,25.983568350977485
738.1037476557623,579.4595748205736,663.0481933876242,590.4303745690038,130.74729822772372,250.33537555059058,9.911803705172781,79.05112850830474,27.62400450575572,48.477751329344834,39.286614590390386
60.10598620117876,1246.8622284171577,264.5722494013898,1341.3723139423842,8.960796559107443,290.08660378436224,83.883367285867,2.601435853888109,19.547419190655773,43.66989550422523,2.0407854411337514
59.21789501186062,295.5586248660433,135.61658824197343,169.48739927089377,337.215825952541,34.99209581878715,12.144946097796382,3.2548193894218502,3.662461232688945,80.24385360000997,10.56461338083665
424.020009237443,3171.3058998984416,897.8945164631858,468.2894893358237,6.3180427466785005,8.9707221644407,41.544986431748185,3.513585323029,156.32537133607764,40.75916334347605,23.351322925220312
976.6109664876029,389.0653650732816,53.177305229008326,498.7459486627952,178.38566277949104,287.270252468937,212.85385969969323,132.4146188833367,245.82420366423378,4.727351554835834,14.375533027412978
873.5358345125414,757.7983373230137,2520.037708700639,3276.398959120693,9.464176213767718,28.560566955937624,47.86606248253158,5.323265633059969,16.247451152739686,4.429385862668856,0.6883408598719186
40.18662714918078,2659.774828341664,165.06755801648671,274.0905622067777,55.63606971311305,192.6535553747356,17.2681087809125,87.44453005193698,4.170229500185199,137.05344648801494,47.54658446317592
256.36931919964707,8766.634332747539,68.84918114731616,1302.8798202928385,9.207913964727187,207.56108456976503,6.522431061258285,31.260738135486772,199.64258880584836,4.493156169712802,2.7713143921845913
623.5300533879655,1194.6939514462956,2258.17425520554,2425.1387868886186,10.659976336167535,95.31531789969942,10.5475413524159,148.85710796940242,20.16615212921156,180.84671111379754,1.180464287600976
183.20533729134323,547.2657753547257,806.2339609512733,400.14444629472774,6.5871226956139965,19.550736904583108,112.60091438622099,201.51700489172927,195.6338199078226,21.78440091830897,4.391257182648591
83.12447439327863,709.1824742551977,3923.266095072081,128.9945859666062,553.3157263644312,53.64001042146883,123.77359897001848,14.199676277572646,17.62472368734144,192.58529788152546,2.5179619919788925
15.484035248631717,1517.025110753143,298.2550547649662,2701.2166090571836,201.6829615194524,22.141464489556647,12.957768736077359,10.084088715249704,6.293211393017222,149.31451248259205,27.763639389817996
632.1918556379784,1307.7277622147992,175.09582465253132,262.09609387484693,16.446304728289117,109.08328900286149,151.07911746356655,13.872224136362778,12.877034154115323,98.95816591158413,14.117276807161446
149.4112400128387,3736.350306742379,70.58662760611645,310.26962270024785,9.129120335923574,14.009260089230295,13.572124102403269,141.10502836128802,6.4307853505266905,3.313748410490237,16.122355346930462
18.996532832796873,1006.8017572389472,108.75065100215986,1378.7276028691217,17.55631133423774,409.29299746624264,57.44889191323624,34.82032469380897,36.42565515226341,4.046127339735381,1.1254891235898299
540.1717795027273,726.5929366009015,1197.1059039640038,3756.910831550131,324.5992530582128,8.463734666325823,93.4781266405736,16.842997493235366,13.7038897733439,17.002936470483355,4.837457662872115
369.82754492592215,2602.1455499270432,495.38357010456826,3110.8118701187873,10.156645231479121,275.2401822181363,295.2404829278314,55.320308296883354,71.3785680146551,56.31043173471673,1.4332249362285414
548.427860316021,11430.1719827196,561.5889891502969,719.0354873626854,19.913306249351898,148.69934694373714,180.0846492432537,11.126091522475122,23.28809201043185,12.404286310204078,41.8138455276399
127.86022627296359,1033.2518098590979,55.77924094058395,488.5071315067767,401.0114818800529,24.902871071399375,184.82965477072176,70.63130120757818,120.18387048071307,222.54239709703396,1.9295818500257187
126.3996843459058,12443.22711864983,2692.2184008035592,3693.9708726397694,10.365844427270831,132.55140537168623,275.6511665747958,92.47299660809956,26.64280540793111,14.927502842844337,2.0705762869328304
11.526043133047326,563.2407090029529,171.09906827210398,2303.09725625581,83.40299378387577,59.51166432149892,17.94297025028512,14.019578328724391,200.66039863996048,8.336050922968015,31.55456457189208
163.87498902882066,397.6367898899326,539.9854162548171,3787.5049305929897,442.2507334811078,267.5165393222605,8.045965363141844,123.36694779975781,135.9324451141666,10.4271353120709,1.5823959391284563
208.95960872068412,9563.267865034324,2293.5927744187666,1225.6862066321676,391.62189673546425,15.709192542644137,11.406986421919825,82.05400313887161,13.435956646644522,10.680606738076566,1.3280942725916254
51.358209723251704,3454.888122321513,44.41690340152099,1525.1771258621186,268.17596710368133,90.62196923948677,22.889428550372934,32.90481597441164,47.804026368155206,12.923190550656244,5.157205346540588
178.070537556367,996.6317061436491,2588.212495067196,7999.908862253804,93.59606060887675,26.999565582352254,236.72126176769225,3.858271062920587,173.8694845094775,12.215419591840798,9.128381942634737
